sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,more_product_info,choose_model,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
IBA-41400,,Default,simple,"tecpaq,tecpaq/iBolt",base,Command Remote for Android,Velcro Adhesive allows you to put the Command Remote at any easy to access place in your car and makes it easy to take it on the go. Complete your car set up to insure safe and hands-free driving with the Command Remote and an iBOLT car dock.,"Command your device with our Bluetooth enabled Command Remote. The Command Remote controls your phones features with the touch of a button. Access Google Now, play/pause/skip music, and take the ultimate selfie with our easy to control Command Remote.",1,1,0,"Catalog, Search",34.95,,,,command-remote-android,Command Remote for Android | iBOLT Car Safety System,,"The Command Remote controls your phone while driving. Access Google Now, play/pause/skip music, and take the ultimate selfie with our easy to control Command Remote.",https://ibolt.co/media/catalog/product/c/o/command-remote-square_1.jpg,,https://ibolt.co/media/catalog/product/c/o/command-remote-square_1.jpg,,https://ibolt.co/media/catalog/product/c/o/command-remote-square_1.jpg,,https://ibolt.co/media/catalog/product/c/o/command-remote-square_1.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Compatible with all Bluetooth enabled Android photos. Works with Samsung Galaxy S3 / S4 / S5 / Note 3 / Note 4 , HTC M81 , Nokia , LG , Sony , Motorola moto x , Nexus</i>
<li>Features: Access ""Google now"", Play/Pause/Skip your Music, Take photos and videos at a distance with a simple click, and access features of compatible apps.</i>
<li>Includes Velcro adhesive to allow you to place it anywhere in your car and allow you to take it on the go! Ensure safe driving and stay connected with your phone with this easy to use Bluetooth Command remote.</i>
<li>Complete your car set up to insure safe and hands-free driving with the Command Remote and an iBOLT car dock.</i>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"https://ibolt.co/media/catalog/product/c/o/command-remote-dash_1.jpg,https://ibolt.co/media/catalog/product/c/o/command_1_1.jpg",,,,,,,,,,,
IBT-33502,,Default,simple,"tecpaq,tecpaq/iBolt",base,TabDock 2 Headrest Viewer,<p>The TabDock2 is great for entertaining Children.</p>,"<p>The TabDock2 Viewer is a headrest mounting system for tablets.  Compatible with all 7”-10” tablets, such as, the iPad and the Galaxy tab, the TabDock2 provides backseat entertainment for your drive. </p>

<p>Easy to install, the TabDock2 provides Eye-Level comfort viewing for backseat passengers. The TabDock2 has adjustable viewing angles and works with most cases for all your backseat entertainment needs.
</p>",1,1,0,"Catalog, Search",39.95,,,,tabdock2,TabDock 2 Headrest Viewer | iBOLT Car Docks | Android Mounts,,"The TabDock2 Viewer is a headrest mounting system for tablets.  Compatible with all 7”-10” tablets, such as, the iPad and the Galaxy tab, the TabDock2 provides backseat entertainment for your drive.",https://ibolt.co/media/catalog/product/t/a/tabdock2_idea2.jpg,,https://ibolt.co/media/catalog/product/t/a/tabdock2_idea2.jpg,,https://ibolt.co/media/catalog/product/t/a/tabdock2_idea2.jpg,,https://ibolt.co/media/catalog/product/t/a/tabdock2_idea2.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,,,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"https://ibolt.co/media/catalog/product/t/a/tabdock2_main.jpg,https://ibolt.co/media/catalog/product/t/a/tabdock2_box.jpg,https://ibolt.co/media/catalog/product/t/a/tabdock_lifestyle2.jpg,https://ibolt.co/media/catalog/product/t/a/tabdock2_laifestyle.jpg",,,,,,,,,,,
IBUS-33816,,Default,simple,"tecpaq,tecpaq/iBolt",base,Tripod miniPro + BT Selfie,"<p>The legs of the tripod can easily wrap around tree branches and fences. The legs are sturdy, but bendable.</p>","<p>Capture the moment anywhere, anytime with the Tripod miniPro from iBOLT. One Product covers all your needs because it works with Smartphones, Digital cameras, and GoPros. This kit includes a Bluetooth Selfie camera shutter button, which lets you capture your moment at a distance up to 30 feet away. The Tripod miniPro has a flexible design which allows you to stand, bend, or wrap the tripod legs. </p>

<p>This kit also includes a High quality miniPro universal phone holder which works with phones from an iPhone 4 to a Samsung Galaxy note 4, and a easy to use GoPro adapter that works with all GoPros. Its portable and universal design helps you capture every moment wherever you go.
</p>",1,1,0,"Catalog, Search",39.95,,,,tripod-minipro-selfie,Tripod miniPro + BT Selfie | iBOLT Car Docks | Android Mounts,,"The Tripod miniPro has a flexible design which allows you to stand, bend, or wrap the tripod legs.",https://ibolt.co/media/catalog/product/t/r/tripod-main-with-selfie.jpg,,https://ibolt.co/media/catalog/product/t/r/tripod-main-with-selfie.jpg,,https://ibolt.co/media/catalog/product/t/r/tripod-main-with-selfie.jpg,,https://ibolt.co/media/catalog/product/t/r/tripod-main-with-selfie.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Comes with Bluetooth Selfie Remote for taking pictures and videos from a distance</li>
<li>Comes with a GoPro Adaptor</li>
<li>Legs are sturdy and bendable, so that you can wrap them around objects or stand the tripod upright.</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"https://ibolt.co/media/catalog/product/t/r/tripod_lifestyle2.jpg,https://ibolt.co/media/catalog/product/t/r/tripod_life_style_1.jpg,https://ibolt.co/media/catalog/product/t/r/tripod_minipro_box.jpg",,,,,,,,,,,
IBU-33522,,Default,simple,"tecpaq,tecpaq/iBolt",base,Tripod miniPro,"<p>The legs of the tripod can easily wrap around tree branches and fences. The legs are sturdy, but bendable.</p>","<p>Capture the moment anywhere, anytime with the Tripod miniPro from iBOLT. One Product covers all your needs because it works with Smartphones, Digital cameras, and GoPros. The Tripod miniPro has a flexible design which allows you to stand, bend, or wrap the tripod legs. This kit includes a High quality miniPro universal phone holder which works with phones from an iPhone 4 to a Samsung Galaxy note 4. </p>

<p>The Tripod miniPro also includes a easy to use GoPro adapter that works with all GoPros. Its portable and universal design helps you capture every moment wherever you go.
</p>",1,1,0,"Catalog, Search",29.95,,,,tripod-minipro-selfie-2069,Tripod miniPro | iBOLT Car Docks | Android Mounts,,"The Tripod miniPro has a flexible design which allows you to stand, bend, or wrap the tripod legs.",https://ibolt.co/media/catalog/product/t/r/tripod_main_1.jpg,,https://ibolt.co/media/catalog/product/t/r/tripod_main_1.jpg,,https://ibolt.co/media/catalog/product/t/r/tripod_main_1.jpg,,https://ibolt.co/media/catalog/product/t/r/tripod_main_1.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Comes with a GoPro Adaptor</li>
<li>Legs are sturdy and bendable, so that you can wrap them around objects or stand the tripod upright.</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"https://ibolt.co/media/catalog/product/t/r/tripod_lifestyle2_1.jpg,https://ibolt.co/media/catalog/product/t/r/tripod_life_style_1_1.jpg,https://ibolt.co/media/catalog/product/t/r/tripod_minipro_box_1.jpg",,,,,,,,,,,
21187,,Default,simple,"tecpaq,tecpaq/iBolt",base,HTC Charging Arm,Compatible with HTC phones. Used with iBOLT xProDock for HTC,Compatible with HTC phones. Used with iBOLT xProDock for HTC,1,1,0,"Catalog, Search",4.95,,,,htc-charging-arm-car-docks-phone-mounts-holders,Tripod miniPro | iBOLT Car Docks | Android Mounts,,"The Tripod miniPro has a flexible design which allows you to stand, bend, or wrap the tripod legs.",https://ibolt.co/media/catalog/product/c/h/charging-arms-htc.jpg,,https://ibolt.co/media/catalog/product/c/h/charging-arms-htc.jpg,,https://ibolt.co/media/catalog/product/c/h/charging-arms-htc.jpg,,https://ibolt.co/media/catalog/product/c/h/charging-arms-htc.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,,,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
21133,,Default,simple,"tecpaq,tecpaq/iBolt",base,iBOLT Tightening Ring,Secure your Dock to your Mount.,The tightening ring is used with all iBOLT Car Mounts and fastens the mount to the dock.,1,1,0,"Catalog, Search",5,,,,ibolt-tightening-ring-car-docks-phone-mounts-holders,,,,https://ibolt.co/media/catalog/product/t/i/tightening-ring.jpg,,https://ibolt.co/media/catalog/product/t/i/tightening-ring.jpg,,https://ibolt.co/media/catalog/product/t/i/tightening-ring.jpg,,https://ibolt.co/media/catalog/product/t/i/tightening-ring.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,,,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"https://ibolt.co/media/catalog/product/t/i/tightening-ring3.jpg,https://ibolt.co/media/catalog/product/t/i/tightening-ring1.jpg",,,,,,,,,,,
22102,,Default,simple,"tecpaq,tecpaq/iBolt",base,Vent Mount for Phone Holders,Compatible with HTC phones. Used with iBOLT xProDock for HTC,,1,1,0,"Catalog, Search",5.98,,,,vent-mount,,,,https://ibolt.co/media/catalog/product/v/e/vent-mount.jpg,,https://ibolt.co/media/catalog/product/v/e/vent-mount.jpg,,https://ibolt.co/media/catalog/product/v/e/vent-mount.jpg,,https://ibolt.co/media/catalog/product/v/e/vent-mount.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,,,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
21192,,Default,simple,"tecpaq,tecpaq/iBolt",base,Dash Discs,Includes a cleaning wipe.,80mm Dash Disc used for mounting the ROK II suction mount for iBOLT phone holders to dashboard.,1,1,0,"Catalog, Search",7.99,,,,dash-discs-car-docks-phone-mounts-holder,,,,https://ibolt.co/media/catalog/product/d/a/dash-disks.jpg,,https://ibolt.co/media/catalog/product/d/a/dash-disks.jpg,,https://ibolt.co/media/catalog/product/d/a/dash-disks.jpg,,https://ibolt.co/media/catalog/product/d/a/dash-disks.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li><a href=""http://www.amazon.com/gp/product/B00EOVN55I"" target=""_blank"">Buy this Product on Amazon</a></li>
<li>2 Dash Discs for all iBOLT vehicle phone mounts</li>
<li>Meant to be used with ROK II Mount</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
22109,,Default,simple,"tecpaq,tecpaq/iBolt",base,ROK II Suction Mount,Intended to be used with iBOLT products.,This sturdy mount holds up your iBOLT Car Dock.,1,1,0,"Catalog, Search",14.99,,,,rok-ii-suction-mount-car-docks-phone-mounts-holder,,,,https://ibolt.co/media/catalog/product/r/o/rok-ii-2.jpg,,https://ibolt.co/media/catalog/product/r/o/rok-ii-2.jpg,,https://ibolt.co/media/catalog/product/r/o/rok-ii-2.jpg,,https://ibolt.co/media/catalog/product/r/o/rok-ii-2.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Suction mount for all iBOLT car mounts</li>
<li>Compatible with xProDock, iProDock, sProDock, ProDock, and Perfektfit Charging Docks</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
21182,,Default,simple,"tecpaq,tecpaq/iBolt",base,6ft(2m) Micro USB to USB Charging Cable,Extra long cord for routing under your seat or dash.,Standard microUSB to USB charging cable. 6 feet or 2 meters in length. Intended use with iBOLT Charging Docks.,1,1,0,"Catalog, Search",7.95,,,,6ft-2m-micro-usb-to-usb-charging-cable-car-docks-phone-mounts-holder,,,,https://ibolt.co/media/catalog/product/u/s/usb-micro-charging.jpg,,https://ibolt.co/media/catalog/product/u/s/usb-micro-charging.jpg,,https://ibolt.co/media/catalog/product/u/s/usb-micro-charging.jpg,,https://ibolt.co/media/catalog/product/u/s/usb-micro-charging.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,,,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
21196,,Default,simple,"tecpaq,tecpaq/iBolt",base,sPro2 Holder,This kit does not contain the mount.,"The sPro2 is compatible with all case/phone combinations and is designed for easy, one-handed operation. Designed with the iPhone in mind, the bottom feet on the sPro2 are adjustable to allow for charging and auxiliary cables. The sPro2 fits phone/case combinations from 4.5 In (115mm) to 6.7 In (170mm) in height, and unlimited width. This includes phones ranging in size from an iPhone 4/4s to a Samsung Galaxy Note 3 with large case. NOTE: This is only the holder piece, not the full kit! Drive safe and legal with the sPro2. ",1,1,0,"Catalog, Search",15,,,,spro2-holder-car-docks-phone-mounts-holder,,,,https://ibolt.co/media/catalog/product/s/p/spro2.jpg,,https://ibolt.co/media/catalog/product/s/p/spro2.jpg,,https://ibolt.co/media/catalog/product/s/p/spro2.jpg,,https://ibolt.co/media/catalog/product/s/p/spro2.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Compatible with iPhone, Samsung Galaxy, HTC, Nexus, LG, Sony, and More
</li><li>NOTE: This is meant to be used with an iBOLT Mount such as the ROK II or Vent Mount. The sPro2 cannot be mounted by itself.
</li><li>The sPro2 fits phone/case combinations from 4.5 In (115mm) to 6.7 In (170mm) in height, and unlimited width.
</li><li>Includes one iBOLT tightening ring</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
21162,,Default,simple,"tecpaq,tecpaq/iBolt",base,xProDock Holder,"NOTE: This is only the holder, not the whole kit. ","NOTE: This is only the holder, not the whole kit. Drive safe and legal with the xProDock. The xProDock fits cases and batteries that range from 2.59 In (66mm) to 3.7 In (94mm) in width, and unlimited height. This is meant to be used with an iBOLT Mount such as the ROK II or Vent Mount. The xProDock cannot be mounted by itself.",1,1,0,"Catalog, Search",15,,,,xprodock-holder-car-docks-phone-mounts-holder,,,,https://ibolt.co/media/catalog/product/x/p/xprodock-holder.jpg,,https://ibolt.co/media/catalog/product/x/p/xprodock-holder.jpg,,https://ibolt.co/media/catalog/product/x/p/xprodock-holder.jpg,,https://ibolt.co/media/catalog/product/x/p/xprodock-holder.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Compatible with iPhone, Samsung Galaxy, HTC, Nexus, LG, Sony, and More
</li><li>NOTE: This is meant to be used with an iBOLT Mount such as the ROK II or Vent Mount. The sPro2 cannot be mounted by itself.
</li><li>The sPro2 fits phone/case combinations from 4.5 In (115mm) to 6.7 In (170mm) in height, and unlimited width.
</li><li>Includes one iBOLT tightening ring</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
DK-21199,,Default,simple,"tecpaq,tecpaq/iBolt",base,miniPro Holder,This is only the miniPro holder. Does not include a mount.,"Note: This is not a complete car kit. This is only the miniPro holder that is to be used with iBOLT Mounting solutions. Includes one iBOLT tightening ring. The miniPro is the smallest iBOLT holder. It fits phone/case combinations from 2.25 In (58mm) to 3.7 In (94mm) wide, and unlimited height. This includes phones ranging in size from an iPhone 4/4s to a Samsung Galaxy Note 3 with large case.",1,1,0,"Catalog, Search",10,,,,minipro-holder-car-docks-phone-mounts,,,,https://ibolt.co/media/catalog/product/m/i/minipro-holder.jpg,,https://ibolt.co/media/catalog/product/m/i/minipro-holder.jpg,,https://ibolt.co/media/catalog/product/m/i/minipro-holder.jpg,,https://ibolt.co/media/catalog/product/m/i/minipro-holder.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Note: This is not a complete car kit. This is only the miniPro holder that is to be used with iBOLT Mounting solutions.
</li><li>The miniPro fits phone/case combinations from 2.25 In (58mm) to 3.7 In (94mm) wide, and unlimited height. This includes phones ranging in size from an iPhone 4/4s to a Samsung Galaxy Note 3 with large case.
</li><li>The minimal design of the miniPro dock leaves room for your phone's camera. If you want to record video while driving, this dock is for you.
</li><li>Includes one iBOLT tightening ring.</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
21501,,Default,simple,"tecpaq,tecpaq/iBolt",base,Dock'n Drive NFC Tags,Download both 'iBOLT DockMode' and 'iBOLT Dock'n Drive' apps to use this tag.,"The Dock'n Drive NFC tag is compatible with NFC enabled Android phones. Using NFC Technology, the tag automatically launches the iBOLT Dock'n Drive app that can be downloaded for free in the Google Playstore. The Dock'n Drive app has large shortcut buttons, access to any music player, and a speedometer/compass right on the home screen. Note: both 'iBOLT DockMode' and 'iBOLT Dock'n Drive' apps must be downloaded for the tag to work",1,1,0,"Catalog, Search",7.45,,,,dock-n-drive-nfc-tags-car-docks-phone-mounts-holder,,,,https://ibolt.co/media/catalog/product/d/d/dd-tag.jpg,,https://ibolt.co/media/catalog/product/d/d/dd-tag.jpg,,https://ibolt.co/media/catalog/product/d/d/dd-tag.jpg,,https://ibolt.co/media/catalog/product/d/d/dd-tag.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Compatible with NFC enabled Android phones.
</li><li>Automatically launches the iBOLT Dock'n Drive app. The app can be downloaded for free in the Google Playstore.
</li><li>The Dock'n Drive app has large shortcut buttons, access to any music player, and a speedometer/compass right on the home screen.
</li><li>2 tags are included for use in the home and in the car.
</li><li>Short lanyard and two-sided tape included for placement.</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
IBPB-33831,,Default,simple,"tecpaq,tecpaq/iBolt",base,UNS Universal Charging Arm with 2 meter microUSB Charging Cable,Please do not purchase it for use with any other phone.,This microUSB cable is meant for use the iBOLT xProDock to be used with HTC Smartphones.,1,1,0,"Catalog, Search",9.95,,,,uns-universal-charging-arm-with-2-meter-microusb-charging-cable-car-docks-phone-mounts-holder,,,,https://ibolt.co/media/catalog/product/u/s/usb-uns.jpg,,https://ibolt.co/media/catalog/product/u/s/usb-uns.jpg,,https://ibolt.co/media/catalog/product/u/s/usb-uns.jpg,,https://ibolt.co/media/catalog/product/u/s/usb-uns.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Charging arm used with xProDock Universal Kit
</li><li>Launches 'Car Mode' on compatible devices.
</li><li>microUSB to USB cable is 6.5ft or 2m in length</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"https://ibolt.co/media/catalog/product/c/h/charging-arm-uns.jpg,https://ibolt.co/media/catalog/product/u/s/usb-micro-charging_1.jpg",,,,,,,,,,,
IBPB-33834,,Default,simple,"tecpaq,tecpaq/iBolt",base,Charging Arm for HTC Phones with 2 meter microUSB Charging Cable,This will snap into the xProDock.,Compatible with HTC phones and comes with 2 meter (6.5 FT) microUSB cable.,1,1,0,"Catalog, Search",9.95,,,,charging-arm-for-htc-phones-with-2-meter-microusb-charging-cable-car-docks-phone-mounts-holder,,,,https://ibolt.co/media/catalog/product/h/t/htc-usb.jpg,,https://ibolt.co/media/catalog/product/h/t/htc-usb.jpg,,https://ibolt.co/media/catalog/product/h/t/htc-usb.jpg,,https://ibolt.co/media/catalog/product/h/t/htc-usb.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Compatible with HTC phones and comes with 2 meter microUSB cable.</li>
<li>Used with iBOLT xProDock for HTC</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"https://ibolt.co/media/catalog/product/h/t/htc-back.jpg,https://ibolt.co/media/catalog/product/c/h/charging-arms-htc_1.jpg,https://ibolt.co/media/catalog/product/u/s/usb-micro-charging_3.jpg",,,,,,,,,,,
IBPB-33835,,Default,simple,"tecpaq,tecpaq/iBolt",base,miniBall mount and Vent mount,These solutions are minimal and convenient.,"iBOLT miniBall mount and Vent mount for iBOLT Car docks work with all iBOLT car docks. They offer a lower profile for your docking solution. The miniBall attaches to just about anywhere on your car, and the vent mount goes right over your air vent.",1,1,0,"Catalog, Search",9.95,,,,mini-ball-vent-mount-holder,,,,https://ibolt.co/media/catalog/product/m/i/miniball-vent.jpg,,https://ibolt.co/media/catalog/product/m/i/miniball-vent.jpg,,https://ibolt.co/media/catalog/product/m/i/miniball-vent.jpg,,https://ibolt.co/media/catalog/product/m/i/miniball-vent.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>17 mm ball joint - fits all iBOLT car-docks.Compatible with iBOLT's xProDock, iProDock, sProDock, ProDock, and PerfektFit Charging Docks</li>
<li>Use as alternative to suction mount</li>
<li>Connects iBOLT Vehicle Dock to Car Vent and miniBall is Mounted with double-sided tape</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"https://ibolt.co/media/catalog/product/m/i/miniball-lifestyle.jpg,https://ibolt.co/media/catalog/product/v/e/vent-mount-in-use.jpg,https://ibolt.co/media/catalog/product/m/i/miniball-connection.jpg",,,,,,,,,,,
IBPB-33837,,Default,simple,"tecpaq,tecpaq/iBolt",base,xProdock Upgrade Kit w/Bluetooth,"This kit is only used for Samsung Galaxy s5, s6 and note 4.","This kit for the Samsung Galaxy s5, s6 and note 4 contains a 2.1 Bluetooth Aux-Out Car charger, a Samsung Charging Arm, and a 2 meter microUSB.",1,1,0,"Catalog, Search",34.95,,,,xprodock-upgrade-kit-car-docks-phone-mounts-holder,,,,https://ibolt.co/media/catalog/product/x/p/xprodock-upgrade-kit.jpg,,https://ibolt.co/media/catalog/product/x/p/xprodock-upgrade-kit.jpg,,https://ibolt.co/media/catalog/product/x/p/xprodock-upgrade-kit.jpg,,https://ibolt.co/media/catalog/product/x/p/xprodock-upgrade-kit.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>iBOLT upgrade kit for the Samsung Galaxy s5, s6 and note 4 comes with a 2 meter microUSB cable, a compatible charging arm for the xProDock, a NFC tag to launch our Dock'n Drive APP, and a 2.1 Bluetooth AUX- out charger.
</li><li>Bluetooth adapter is for car-stereos with 3.5 mm aux-in but NO support for BT audio/music streaming. Plug in to the vehicle's aux-in to hear Music, GPS from favorite Apps through your car-stereo speakers.
</li><li>To operate, pair charger with phone and set BT connection to ""media only"". Plug in the 3.5 mm aux-out ""curly cable"" from charger to vehicle aux-in. Music & App sound will play to car-stereo speakers. BT ""auto connect"" supported on most Android phones.
</li><li>The Bluetooth car-charger may also be used for hands-free calling, microphone is built-in. Select ""call"" profile to activate. Works well at lower speed but the background noise cancellation is NOT optimized for highway driving (this would make the Kit 2 x</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"https://ibolt.co/media/catalog/product/u/s/usb-micro-charging_4.jpg,https://ibolt.co/media/catalog/product/s/a/samsung-charge-arm_1.jpg",,,,,,,,,,,
IBPB-33836,,Default,simple,"tecpaq,tecpaq/iBolt",base,xProdock Upgrade Kit,"This kit is only used for Samsung Galaxy s5, s6 and note 4.","This kit for the Samsung Galaxy s5, s6 and note 4 contains a Samsung Charging Arm, and a 2 meter microUSB.",1,1,0,"Catalog, Search",12.95,,,,ibpb-33836,,,,https://ibolt.co/media/catalog/product/x/p/xprodock-upgrade.jpg,,https://ibolt.co/media/catalog/product/x/p/xprodock-upgrade.jpg,,https://ibolt.co/media/catalog/product/x/p/xprodock-upgrade.jpg,,https://ibolt.co/media/catalog/product/x/p/xprodock-upgrade.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>iBOLT upgrade kit for the Samsung Galaxy s5, s6 and note 4 comes with a 2 meter microUSB charging cable, a compatible charging arm for the xProDock, and a NFC tag to launch our Dock'n Drive App</li>
<li>This kit is designed for people who own the xProDock and upgraded their phones to the Samsung Galaxy s5, s6 or note 4.</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
